"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "NS.2108.003.UDP0203_i7...UDP0203_i5.RNA_0010_5268_Tumeur_R1" "NS.2108.003.UDP0204_i7...UDP0204_i5.RNA_0011_5402_Sain_R1" "NS.2108.003.UDP0205_i7...UDP0205_i5.RNA_0012_5402_Tumeur_R1" "NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1"
"ADRB3" 0 0 0 0 0 0 0 0
"EIF4EBP1" 0 0 0 0 0 0 0 0
"ASH2L" 0 0 0 0 0 0 0 0
"STAR" 0 0 0 0 0 0 0 0
"LSM1" 0 0 0 0 0 0 0 0
"RNU6-323P" 0 0 0 0 0 0 0 0
"BAG4" 0 0 0 0 0 0 0 0
"DDHD2" 0 0 0 0 0 0 0 0
"PLPP5" 0 0 0 0 0 0 0 0
"NSD3" 0 0 0 0 0 0 0 0
"LETM2" 0 0 0 0 0 0 0 0
"FGFR1" 0 0 0 0 0 0 0 0
"RPS20P22" 0 0 0 0 0 0 0 0
"RNF5P1" 0 0 0 0 0 0 0 0
"TACC1" 0 0 0 0 0 0 0 0
"PLEKHA2" 0 0 0 0 0 0 0 0
"HTRA4" 0 0 0 0 0 0 0 0
"TM2D2" 0 0 0 0 0 0 0 0
"ADAM9" 0 0 0 0 0 0 0 0
"ADAM32" 0 0 0 0 0 0 0 0
"IDO1" 0 0 0 0 0 0 0 0
"IDO2" 0 0 0 0 0 0 0 0
"LINC02866" 0 0 0 0 0 0 0 0
"TCIM" 0 0 0 0 0 0 0 0
"SFRP1" 0 0 0 0 0 0 0 0
"GOLGA7" 0 0 0 0 0 0 0 0
"GPAT4-AS1" 0 0 0 0 0 0 0 0
"GINS4" 0 0 0 0 0 0 0 0
"GPAT4" 0 0 0 0 0 0 0 0
"ANK1" 0 0 0 0 0 0 0 0
"KAT6A" 0 0 0 0 0 0 0 0
"AP3M2" 0 0 0 0 0 0 0 0
"PLAT" 0 0 0 0 0 0 0 0
"IKBKB-DT" 0 0 0 0 0 0 0 0
"IKBKB" 0 0 0 0 0 0 0 0
"POLB" 0 0 0 0 0 0 0 0
"RPL5P23" 0 0 0 0 0 0 0 0
"DKK4" 0 0 0 1 0 0 0 0
"VDAC3" 0 0 0 1 0 0 0 0
"SLC20A2" 0 0 0 1 0 0 0 0
"SMIM19" 0 0 0 1 0 0 0 0
"CHRNA6" 0 0 0 1 0 0 0 0
"THAP1" 0 0 0 1 0 0 0 0
"RNF170" 0 0 0 1 0 0 0 0
"HOOK3" 0 0 0 1 0 0 0 0
"FNTA" 0 0 0 1 0 0 0 0
"POMK" 0 0 0 1 0 0 0 0
"HGSNAT" 0 0 0 1 0 0 0 0
"RPL10AP2" 0 0 0 0 0 0 0 0
"SPIDR" 0 0 0 0 0 0 0 0
"CEBPD" 0 0 0 0 0 0 0 0
"PRKDC" 0 0 0 0 0 0 0 0
"MCM4" 0 0 0 0 0 0 0 0
"UBE2V2" 0 0 0 0 0 0 0 0
"RPL29P19" 0 0 0 0 0 0 0 0
"CLXN" 0 0 0 0 0 0 0 0
"SNAI2" 0 0 0 0 0 0 0 0
"PXDNL" 0 0 0 0 0 0 0 0
"PCMTD1" 0 0 0 0 0 0 0 0
"PCMTD1-DT" 0 0 0 0 0 0 0 0
"ST18" 0 0 0 0 0 0 0 0
"ALKAL1" 0 0 0 0 0 0 0 0
"RB1CC1" 0 0 0 0 0 0 0 0
"NPBWR1" 0 0 0 0 0 0 0 0
"OPRK1" 0 0 0 0 0 0 0 0
"LINC02984" 0 0 0 0 0 0 0 0
"ATP6V1H" 0 0 0 0 0 0 0 0
"RGS20" 0 0 0 0 0 0 0 0
"TCEA1" 0 0 0 0 0 0 0 0
"LYPLA1" 0 0 0 0 0 0 0 0
"MRPL15" 0 0 0 0 0 0 0 0
"SOX17" 0 0 0 0 0 0 0 0
"RP1" 0 0 0 0 0 0 0 0
"XKR4" 0 0 0 0 0 0 0 0
"TMEM68" 0 0 0 0 0 0 0 0
"RNA5SP265" 0 0 0 0 0 0 0 0
"TGS1" 0 0 0 0 0 0 0 0
"LYN" 0 0 0 0 0 0 0 0
"RPS20" 0 0 0 0 0 0 0 0
"SNORD54" 0 0 0 0 0 0 0 0
"PLAG1" 0 0 0 0 0 0 0 0
"CHCHD7" 0 0 0 0 0 0 0 0
"SDR16C5" 0 0 0 0 0 0 0 0
"PENK" 0 0 0 0 0 0 0 0
"PENK-AS1" 0 0 0 0 0 0 0 0
"SEPTIN10P1" 0 0 0 0 0 0 0 0
"LINC00968" 0 0 0 0 0 0 0 0
"RPL37P6" 0 0 0 0 0 0 0 0
"BPNT2" 0 0 0 0 0 0 0 0
"LINC03018" 0 0 0 0 0 0 0 0
"LINC01602" 0 0 0 0 0 0 0 0
"FAM110B" 0 0 0 0 0 0 0 0
"UBXN2B" 0 0 0 0 0 0 0 0
"CYP7A1" 0 0 0 0 0 0 0 0
"SDCBP" 0 0 0 0 0 0 0 0
"NSMAF" 0 0 0 0 0 0 0 0
"TOX" 0 0 0 0 0 0 0 0
"TOX-DT" 0 0 0 0 0 0 0 0
"CA8" 0 0 0 0 0 0 0 0
"LINC01301" 0 0 0 0 0 0 0 0
"RAB2A" 0 0 0 0 0 0 0 0
"CHD7" 0 0 0 0 0 0 0 0
"NASPP1" 0 0 0 0 0 0 0 0
"CLVS1" 0 0 0 0 0 0 0 0
"NPM1P6" 0 0 0 0 0 0 0 0
"ASPH" 0 0 0 0 0 0 0 0
"KRT8P3" 0 0 0 0 0 0 0 0
"RN7SKP97" 0 0 0 0 0 0 0 0
"NKAIN3" 0 0 0 0 0 0 0 0
"SRPK2P" 0 0 0 0 0 0 0 0
"GGH" 0 0 0 0 0 0 0 0
"TTPA" 0 0 0 0 0 0 0 0
"YTHDF3-DT" 0 0 0 0 0 0 0 0
"YTHDF3" 0 0 0 0 0 0 0 0
"BHLHE22-AS1" 0 0 0 0 0 0 0 0
"BHLHE22" 0 0 0 0 0 0 0 0
"CYP7B1" 0 0 0 0 0 0 0 0
"LINC01299" 0 0 0 0 0 0 0 0
"ARMC1" 0 0 0 0 0 0 0 0
"MTFR1" 0 0 0 0 0 0 0 0
"PDE7A" 0 0 0 0 0 0 0 0
"PDE7A-DT" 0 0 0 0 0 0 0 0
"DNAJC5B" 0 0 0 0 0 0 0 0
"TRIM55" 0 0 0 0 0 0 0 0
"RRS1-DT" 0 0 0 0 0 0 0 0
"RRS1" 0 0 0 0 0 0 0 0
"ADHFE1" 0 0 0 0 0 0 0 0
"VXN" 0 0 0 0 0 0 0 0
"MYBL1" 0 0 0 0 0 0 0 0
"VCPIP1" 0 0 0 0 0 0 0 0
"C8orf44-SGK3" 0 0 0 0 0 0 0 0
"C8orf44" 0 0 0 0 0 0 0 0
"SGK3" 0 0 0 0 0 0 0 0
"MCMDC2" 0 0 0 0 0 0 0 0
"SNHG6" 0 0 0 0 0 0 0 0
"SNORD87" 0 0 0 0 0 0 0 0
"TCF24" 0 0 0 0 0 0 0 0
"PPP1R42" 0 0 0 0 0 0 0 0
"COPS5" 0 0 0 0 0 0 0 0
"CSPP1" 0 0 0 0 0 0 0 0
"ARFGEF1" 0 0 0 0 0 0 0 0
"ARFGEF1-DT" 0 0 0 0 0 0 0 0
"CPA6" 0 0 0 0 0 0 0 0
"PREX2" 0 0 0 0 0 0 0 0
"RPL31P40" 0 0 0 0 0 0 0 0
"C8orf34-AS1" 0 0 0 0 0 0 0 0
"C8orf34" 0 0 0 0 0 0 0 0
"TPM4P3" 0 0 0 0 0 0 0 0
"SULF1" 0 0 0 0 0 0 0 0
"SLCO5A1" 0 0 0 0 0 0 0 0
"SLCO5A1-AS1" 0 0 0 0 0 0 0 0
"NCOA2" 0 0 0 0 0 0 0 0
"LINC03020" 0 0 0 0 0 0 0 0
"TRAM1" 0 0 0 0 0 0 0 0
"LACTB2-AS1" 0 0 0 0 0 0 0 0
"LACTB2" 0 0 0 0 0 0 0 0
"XKR9" 0 0 0 0 0 0 0 0
"EYA1" 0 0 0 0 0 0 0 0
"MSC-AS1" 0 0 0 0 0 0 0 0
"MSC" 0 0 0 0 0 0 0 0
"TRPA1" 0 0 0 0 0 0 0 0
"KCNB2" 0 0 0 0 0 0 0 0
"TERF1" 0 0 0 0 0 0 0 0
"SBSPON" 0 0 0 0 0 0 0 0
"C8orf89" 0 0 0 0 0 0 0 0
"RPL7" 0 0 0 0 0 0 0 0
"RDH10" 0 0 0 0 0 0 0 0
"RDH10-AS1" 0 0 0 0 0 0 0 0
"STAU2-AS1" 0 0 0 0 0 0 0 0
"STAU2" 0 0 0 0 0 0 0 0
"UBE2W" 0 0 0 0 0 0 0 0
"ELOC" 0 0 0 0 0 0 0 0
"TMEM70" 0 0 0 0 0 0 0 0
"RPS20P21" 0 0 0 0 0 0 0 0
"DSTNP3" 0 0 0 0 0 0 0 0
"LY96" 0 0 0 0 0 0 0 0
"JPH1" 0 0 0 0 0 0 0 0
"GDAP1" 0 0 0 0 0 0 0 0
"MIR2052HG" 0 0 0 0 0 0 0 0
"PCBP2P2" 0 0 0 0 0 0 0 0
"PI15" 0 0 0 0 0 0 0 0
"CRISPLD1" 0 0 0 0 0 0 0 0
"CASC9" 0 0 0 0 0 0 0 0
"PKMP4" 0 0 0 0 0 0 0 0
"HNF4G" 0 0 0 0 0 0 0 0
"ZFHX4" 0 0 0 0 0 0 0 0
"MIR3149" 0 0 0 0 0 0 0 0
"PEX2" 0 0 0 0 0 0 0 0
"PKIA" 0 0 0 0 0 0 0 0
"ZC2HC1A" 0 0 0 0 0 0 0 0
"IL7" 0 0 0 0 0 0 0 0
"C4orf46P3" 0 0 0 0 0 0 0 0
"THAP12P7" 0 0 0 0 0 0 0 0
"LINC02605" 0 0 0 0 0 0 0 0
"RPL3P9" 0 0 0 0 0 0 0 0
"STMN2" 0 0 0 0 0 0 0 0
"HEY1" 0 0 0 0 0 0 0 0
"LINC01607" 0 0 0 0 0 0 0 0
"MRPS28" 0 0 0 0 0 0 0 0
"TPD52" 0 0 0 0 0 0 0 0
"ZBTB10" 0 0 0 0 0 0 0 0
"LINC02986" 0 0 0 0 0 0 0 0
"RPSAP47" 0 0 0 0 0 0 0 0
"ZNF704" 0 0 0 0 0 0 0 0
"PAG1" 0 0 0 0 0 0 0 0
"LNMICC" 0 0 0 0 0 0 0 0
"FABP5" 0 0 0 0 0 0 0 0
"PMP2" 0 0 0 0 0 0 0 0
"FABP4" 0 0 0 0 0 0 0 0
"FTH1P11" 0 0 0 0 0 0 0 0
"FABP12" 0 0 0 0 0 0 0 0
"IMPA1P1" 0 0 0 0 0 0 0 0
"IMPA1" 0 0 0 0 0 0 0 0
"SLC10A5" 0 0 0 0 0 0 0 0
"ZFAND1" 0 0 0 0 0 0 0 0
"CHMP4C" 0 0 0 0 0 0 0 0
"SNX16" 0 0 0 0 0 0 0 0
"LINC02235" 0 0 0 0 0 0 0 0
"HNRNPA1P4" 0 0 0 0 0 0 0 0
"LRRCC1" 0 0 0 0 0 0 0 0
"E2F5-DT" 0 0 0 0 0 0 0 0
"E2F5" 0 0 0 0 0 0 0 0
"RBIS" 0 0 0 0 0 0 0 0
"CA13" 0 0 0 0 0 0 0 0
"CA1" 0 0 0 0 0 0 0 0
"CA3" 0 0 0 0 0 0 0 0
"CA3-AS1" 0 0 0 0 0 0 0 0
"CA2" 0 0 0 0 0 0 0 0
"ATP6V0D2" 0 0 0 0 0 0 0 0
"WWP1-AS1" 0 0 0 0 0 0 0 0
"WWP1" 0 0 0 0 0 0 0 0
"RMDN1" 0 0 0 0 0 0 0 0
"NTAN1P2" 0 0 0 0 0 0 0 0
"SLC2A3P4" 0 0 0 0 0 0 0 0
"CPNE3" 0 0 0 0 0 0 0 0
"MMP16" 0 0 0 0 0 0 0 0
"RIPK2-DT" 0 0 0 0 0 0 0 0
"RIPK2" 0 0 0 0 0 0 0 0
"RNU6-925P" 0 0 0 0 0 0 0 0
"OSGIN2" 0 0 0 0 0 0 0 0
"NBN" 0 0 0 0 0 0 0 0
"DECR1" 0 0 0 0 0 0 0 0
"CALB1" 0 0 0 0 0 0 0 0
"LINC00534" 0 0 0 0 0 0 0 0
"TMEM64" 0 0 0 0 0 0 0 0
"NECAB1" 0 0 0 0 0 0 0 0
"C8orf88" 0 0 0 0 0 0 0 0
"PIP4P2" 0 0 0 0 0 0 0 0
"OTUD6B-AS1" 0 0 0 0 0 0 0 0
"OTUD6B" 0 0 0 0 0 0 0 0
"LRRC69" 0 0 0 0 0 0 0 0
"CPP" 0 0 0 0 0 0 0 0
"SLC26A7" 0 0 0 0 0 0 0 0
"RUNX1T1" 0 0 0 0 0 0 0 0
"TRIQK" 0 0 0 0 0 0 0 0
"CIBAR1-DT" 0 0 0 0 0 0 0 0
"CIBAR1" 0 0 0 0 0 0 0 0
"RBM12B" 0 0 0 0 0 0 0 0
"RBM12B-AS1" 0 0 0 0 0 0 0 0
"TMEM67" 0 0 0 0 0 0 0 0
"PDP1" 0 0 0 0 0 0 0 0
"RPL34P18" 0 0 0 0 0 0 0 0
"CDH17" 0 0 0 0 0 0 0 0
"GEM" 0 0 0 0 0 0 0 0
"RAD54B" 0 0 0 0 0 0 0 0
"FSBP" 0 0 0 0 0 0 0 0
"VIRMA" 0 0 0 0 0 0 0 0
"VIRMA-DT" 0 0 0 0 0 0 0 0
"LINC02894" 0 0 0 0 0 0 0 0
"ESRP1" 0 0 0 0 0 0 0 0
"DPY19L4" 0 0 0 0 0 0 0 0
"INTS8" 0 0 0 0 0 0 0 0
"CCNE2" 0 0 0 0 0 0 0 0
"NDUFAF6" 0 0 0 0 0 0 0 0
"TP53INP1" 0 0 0 0 0 0 0 0
"RNU6-1209P" 0 0 0 0 0 0 0 0
"MIR3150BHG" 0 0 0 0 0 0 0 0
"PLEKHF2" 0 0 0 0 0 0 0 0
"CFAP418-AS1" 0 0 0 0 0 0 0 0
"CFAP418" 0 0 0 0 0 0 0 0
"GDF6" 0 0 0 0 0 0 0 0
"UQCRB" 0 0 0 0 0 0 0 0
"UQCRB-AS1" 0 0 0 0 0 0 0 0
"MTERF3" 0 0 0 0 0 0 0 0
"PTDSS1" 0 0 0 0 0 0 0 0
"SDC2" 0 0 0 0 0 0 0 0
"CPQ" 0 0 0 0 0 0 0 0
"TSPYL5" 0 0 0 0 0 0 0 0
"MTDH" 0 0 0 0 0 0 0 0
"LAPTM4B" 0 0 0 0 0 0 0 0
"MATN2" 0 0 0 0 0 0 0 0
"RPL30" 0 0 0 0 0 0 0 0
"RPL30-AS1" 0 0 0 0 0 0 0 0
"ERICH5" 0 0 0 0 0 0 0 0
"RIDA" 0 0 0 0 0 0 0 0
"POP1" 0 0 0 0 0 0 0 0
"NIPAL2" 0 0 0 0 0 0 0 0
"STK3" 0 0 0 0 0 0 0 0
"KCNS2" 0 0 0 0 0 0 0 0
"OSR2" 0 0 0 0 0 0 0 0
"VPS13B-DT" 0 0 0 0 0 0 0 0
"VPS13B" 0 0 0 0 0 0 0 0
"COX6C" 0 0 0 0 0 0 0 0
"RGS22" 0 0 0 0 0 0 0 0
"FBXO43" 0 0 0 0 0 0 0 0
"POLR2K" 0 0 0 0 0 0 0 0
"SPAG1" 0 0 0 0 0 0 0 0
"RNF19A" 0 0 0 0 0 0 0 0
"ANKRD46" 0 0 0 0 0 0 0 0
"GAPDHP62" 0 0 0 0 0 0 0 0
"SNX31" 0 0 0 0 0 0 0 0
"PABPC1" 0 0 0 0 0 0 0 0
"YWHAZ" 0 0 0 0 0 0 0 0
"LINC03044" 0 0 0 0 0 0 0 0
"ZNNT1" 0 0 0 0 0 0 0 0
"ZNF706" 0 0 0 0 0 0 0 0
"NACA4P" 0 0 0 0 0 0 0 0
"GRHL2" 0 0 0 0 0 0 0 0
"NCALD" 0 0 0 0 0 0 0 0
"RRM2B" 0 0 0 0 0 0 0 0
"UBR5-DT" 0 0 0 0 0 0 0 0
"SUMO2P19" 0 0 0 0 0 0 0 0
"UBR5" 0 0 0 0 0 0 0 0
"LINC03047" 0 0 0 0 0 0 0 0
"KLF10" 0 0 0 0 0 0 0 0
"GASAL1" 0 0 0 0 0 0 0 0
"AZIN1" 0 0 0 0 0 0 0 0
"MAILR" 0 0 0 0 0 0 0 0
"ATP6V1C1" 0 0 0 0 0 0 0 0
"BAALC-AS2" 0 0 0 0 0 0 0 0
"BAALC" 0 0 0 0 0 0 0 0
"BAALC-AS1" 0 0 0 0 0 0 0 0
"FZD6" 0 0 0 0 0 0 0 0
"CTHRC1" 0 0 0 0 0 0 0 0
"LINC02933" 0 0 0 0 0 0 0 0
"RNU6-1011P" 0 0 0 0 0 0 0 0
"SLC25A32" 0 0 0 0 0 0 0 0
"DCAF13" 0 0 0 0 0 0 0 0
"RIMS2" 0 0 0 0 0 0 0 0
"DPYS" 0 0 0 0 0 0 0 0
"DCSTAMP" 0 0 0 0 0 0 0 0
"LRP12" 0 0 0 0 0 0 0 0
"ZFPM2" 0 0 0 0 0 0 0 0
"ZFPM2-AS1" 0 0 0 0 0 0 0 0
"OXR1" 0 0 0 0 0 0 0 0
"OXR1-AS1" 0 0 0 0 0 0 0 0
"TAGLN2P1" 0 0 0 0 0 0 0 0
"ABRA" 0 0 0 0 0 0 0 0
"ANGPT1" 0 0 0 0 0 0 0 0
"RSPO2" 0 0 0 0 0 0 0 0
"EIF3E" 0 0 0 0 0 0 0 0
"EMC2" 0 0 0 0 0 0 0 0
"TMEM74" 0 0 0 0 0 0 0 0
"NUDCD1" 0 0 0 0 0 0 0 0
"ENY2" 0 0 0 0 0 0 0 0
"PKHD1L1" 0 0 0 0 0 0 0 0
"MAPK6P5" 0 0 0 0 0 0 0 0
"EBAG9" 0 0 0 0 0 0 0 0
"SYBU" 0 0 0 0 0 0 0 0
"SYBU-AS1" 0 0 0 0 0 0 0 0
"CSMD3" 0 0 0 0 0 0 0 0
"TRPS1" 0 0 0 0 0 0 0 0
"EIF3H" 0 0 0 0 0 0 0 0
"UTP23" 0 0 0 0 0 0 0 0
"RAD21" 0 0 0 0 0 0 0 0
"RAD21-AS1" 0 0 0 0 0 0 0 0
"AARD" 0 0 0 0 0 0 0 0
"SLC30A8" 0 0 0 0 0 0 0 0
"MED30" 0 0 0 0 0 0 0 0
"EXT1" 0 0 0 0 0 0 0 0
"SAMD12" 0 0 0 0 0 0 0 0
"SAMD12-AS1" 0 0 0 0 0 0 0 0
"TNFRSF11B" 0 0 0 0 0 0 0 0
"COLEC10" 0 0 0 0 0 0 0 0
"MAL2" 0 0 0 0 0 0 0 0
"MAL2-AS1" 0 0 0 0 0 0 0 0
"CCN3" 0 0 0 0 0 0 0 0
"ENPP2" 0 0 0 0 0 0 0 0
"TAF2" 0 0 0 0 0 0 0 0
"DSCC1" 0 0 0 0 0 0 0 0
"DEPTOR-AS1" 0 0 0 0 0 0 0 0
"DEPTOR" 0 0 0 0 0 0 0 0
"COL14A1" 0 0 0 0 0 0 0 0
"MRPL13" 0 0 0 0 0 0 0 0
"MTBP" 0 0 0 0 0 0 0 0
"SNTB1" 0 0 0 0 0 0 0 0
"NCAPGP1" 0 0 0 0 0 0 0 0
"HAS2" 0 0 0 0 0 0 0 0
"HAS2-AS1" 0 0 0 0 0 0 0 0
"ZHX2" 0 0 0 0 0 0 0 0
"DERL1" 0 0 0 0 0 0 0 0
"TBC1D31" 0 0 0 0 0 0 0 0
"FAM83A" 0 0 0 0 0 0 0 0
"FAM83A-AS2" 0 0 0 0 0 0 0 0
"FAM83A-AS1" 0 0 0 0 0 0 0 0
"C8orf76" 0 0 0 0 0 0 0 0
"ZHX1-C8orf76" 0 0 0 0 0 0 0 0
"UBA52P5" 0 0 0 0 0 0 0 0
"ZHX1" 0 0 0 0 0 0 0 0
"ATAD2" 0 0 0 0 0 0 0 0
"IMPDH1P6" 0 0 0 0 0 0 0 0
"NTAQ1" 0 0 0 0 0 0 0 0
"FBXO32" 0 0 0 0 0 0 0 0
"KLHL38" 0 0 0 0 0 0 0 0
"ANXA13" 0 0 0 0 0 0 0 0
"FAM91A1" 0 0 0 0 0 0 0 0
"FER1L6" 0 0 0 0 0 0 0 0
"TMEM65" 0 0 0 0 0 0 0 0
"TRMT12" 0 0 0 0 0 0 0 0
"RNF139-DT" 0 0 0 0 0 0 0 0
"RNF139" 0 0 0 0 0 0 0 0
"TATDN1" 0 0 0 0 0 0 0 0
"NDUFB9" 0 0 0 0 0 0 0 0
"MTSS1" 0 0 0 0 0 0 0 0
"LINC00964" 0 0 0 0 0 0 0 0
"ZNF572" 0 0 0 0 0 0 0 0
"SQLE" 0 0 0 0 0 0 0 0
"WASHC5" 0 0 0 0 0 0 0 0
"WASHC5-AS1" 0 0 0 0 0 0 0 0
"NSMCE2" 0 0 0 0 0 0 0 0
"TRIB1" 0 0 0 0 0 0 0 0
"LINC02964" 0 0 0 0 0 0 0 0
"LINC00861" 0 0 0 0 0 0 0 0
"SOD1P3" 0 0 0 0 0 0 0 0
"LRATD2" 0 0 0 0 0 0 0 0
"PCAT1" 0 0 0 0 0 0 0 0
"CASC19" 0 0 0 0 0 0 0 0
"PRNCR1" 0 0 0 0 0 0 0 0
"CASC8" 0 0 0 0 0 0 0 0
"POU5F1B" 0 0 0 0 0 0 0 0
"CASC11" 0 0 0 0 0 0 0 0
"MYC" 0 0 0 0 0 0 0 0
"PVT1" 0 0 0 0 0 0 0 0
"LINC02912" 0 0 0 0 0 0 0 0
"RNVU1-32" 0 0 0 0 0 0 0 0
"MIR1206" 0 0 0 0 0 0 0 0
"LINC00824" 0 0 0 0 0 0 0 0
"CCDC26" 0 0 0 0 0 0 0 0
"GSDMC" 0 0 0 0 0 0 0 0
"CYRIB" 0 0 0 0 0 0 0 0
"ASAP1" 0 0 0 0 0 0 0 0
"ASAP1-IT2" 0 0 0 0 0 0 0 0
"ADCY8" 0 0 0 0 0 0 0 0
"EFR3A" 0 0 0 0 0 0 0 0
"KCNQ3" 0 0 0 0 0 0 0 0
"DNAAF11" 0 0 0 0 0 0 0 0
"TMEM71" 0 0 0 0 0 0 0 0
"PHF20L1" 0 0 0 0 0 0 0 0
"TG" 0 0 0 0 0 0 0 0
"SLA" 0 0 0 0 0 0 0 0
"MIR7848" 0 0 0 0 0 0 0 0
"CCN4" 0 0 0 0 0 0 0 0
"NDRG1" 0 0 0 0 0 0 0 0
"ST13P6" 0 0 0 0 0 0 0 0
"ST3GAL1" 0 0 0 0 0 0 0 0
"ST3GAL1-DT" 0 0 0 0 0 0 0 0
"ZFAT" 0 0 0 0 0 0 0 0
"ZFAT-AS1" 0 0 0 0 0 0 0 0
"KHDRBS3" 0 0 0 0 0 0 0 0
"LINC02055" 0 0 0 0 0 0 0 0
"FAM135B" 0 0 0 0 0 0 0 0
"COL22A1" 0 0 0 0 0 0 0 0
"KCNK9" 0 0 0 0 0 0 0 0
"TRAPPC9" 0 0 0 0 0 0 0 0
"PEG13" 0 0 0 0 0 0 0 0
"CHRAC1" 0 0 0 0 0 0 0 0
"AGO2" 0 0 0 0 0 0 0 0
"ERICD" 0 0 0 0 0 0 0 0
"PTK2" 0 0 0 0 0 0 0 0
"DENND3" 0 0 0 0 0 0 0 0
"DENND3-AS1" 0 0 0 0 0 0 0 0
"SLC45A4" 0 0 0 0 0 0 0 0
"LINC01300" 0 0 0 0 0 0 0 0
"GPR20" 0 0 0 0 0 0 0 0
"PTP4A3" 0 0 0 0 0 0 0 0
"MROH5" 0 0 0 0 0 0 0 0
"HNRNPA1P38" 0 0 0 0 0 0 0 0
"TSNARE1" 0 0 0 0 0 0 0 0
"ADGRB1" 0 0 0 0 0 0 0 0
"ARC" 0 0 0 0 0 0 0 0
"JRK" 0 0 0 0 0 0 0 0
"PSCA" 0 0 0 0 0 0 0 0
"LY6K" 0 0 0 0 0 0 0 0
"LNCOC1" 0 0 0 0 0 0 0 0
"THEM6" 0 0 0 0 0 0 0 0
"LYPD2" 0 0 0 0 0 0 0 0
"LYNX1-SLURP2" 0 0 0 0 0 0 0 0
"SLURP2" 0 0 0 0 0 0 0 0
"LYNX1" 0 0 0 0 0 0 0 0
"LY6D" 0 0 0 0 0 0 0 0
"LY6E-DT" 0 0 0 0 0 0 0 0
"CDC42P3" 0 0 0 0 0 0 0 0
"LY6E" 0 0 0 0 0 0 0 0
"LINC02904" 0 0 0 0 0 0 0 0
"LY6S" 0 0 0 0 0 0 0 0
"AK3P2" 0 0 0 0 0 0 0 0
"LY6H" 0 0 0 0 0 0 0 0
"GPIHBP1" 0 0 0 0 0 0 0 0
"ZFP41" 0 0 0 0 0 0 0 0
"GLI4" 0 0 0 0 0 0 0 0
"MINCR" 0 0 0 0 0 0 0 0
"ZNF696" 0 0 0 0 0 0 0 0
"TOP1MT" 0 0 0 0 0 0 0 0
"RHPN1-AS1" 0 1 0 0 0 0 0 0
"RHPN1" 0 1 0 0 0 0 0 0
"LINC02990" 0 1 0 0 0 0 0 0
"MAFA-AS1" 0 1 0 0 0 0 0 0
"MAFA" 0 1 0 0 0 0 0 0
"ZC3H3" 0 1 0 0 0 0 0 0
"RN7SKP175" 0 1 0 0 0 0 0 0
"GSDMD" 0 1 0 0 0 0 0 0
"MROH6" 0 1 0 0 0 0 0 0
"NAPRT" 0 1 0 0 0 0 0 0
"EEF1D" 0 1 0 0 0 0 0 0
"TIGD5" 0 1 0 0 0 0 0 0
"PYCR3" 0 1 0 0 0 0 0 0
"GFUS" 0 1 0 0 0 0 0 0
"ZNF623" 0 1 0 0 0 0 0 0
"ZNF707" 0 1 0 0 0 0 0 0
"LINC02878" 0 1 0 0 0 0 0 0
"MAPK15" 0 1 0 0 0 0 0 0
"FAM83H" 0 1 0 0 0 0 0 0
"MIR4664" 0 1 0 0 0 0 0 0
"IQANK1" 0 1 0 0 0 0 0 0
"SCRIB" 0 1 0 0 0 0 0 0
"PUF60" 0 1 0 0 0 0 0 0
"NRBP2" 0 1 0 0 0 0 0 0
"MIR6845" 0 1 0 0 0 0 0 0
"EPPK1" 0 1 0 0 0 0 0 0
"PLEC" 0 1 0 0 0 0 0 0
"MIR661" 0 1 0 0 0 0 0 0
"PARP10" 0 1 0 0 0 0 0 0
"GRINA" 0 1 0 0 0 0 0 0
"SPATC1" 0 1 0 0 0 0 0 0
"SMPD5" 0 1 0 0 0 0 0 0
"OPLAH" 0 1 0 0 0 0 0 0
"EXOSC4" 0 1 0 0 0 0 0 0
"GPAA1" 0 1 0 0 0 0 0 0
"CYC1" 0 1 0 0 0 0 0 0
"SHARPIN" 0 1 0 0 0 0 0 0
"MAF1" 0 1 0 0 0 0 0 0
"WDR97" 0 1 0 0 0 0 0 0
"HGH1" 0 1 0 0 0 0 0 0
"TSSK5P" 0 1 0 0 0 0 0 0
"MROH1" 0 1 0 0 0 0 0 0
"BOP1" 0 1 0 0 0 0 0 0
"MIR7112" 0 1 0 0 0 0 0 0
"SCX" 0 1 0 0 0 0 0 0
"HSF1" 0 1 0 0 0 0 0 0
"DGAT1" 0 1 0 0 0 0 0 0
"SCRT1" 0 1 0 0 0 0 0 0
"SLC52A2" 0 1 0 0 0 0 0 0
"TMEM249" 0 1 0 0 0 0 0 0
"FBXL6" 0 1 0 0 0 0 0 0
"ADCK5" 0 1 0 0 0 0 0 0
"CPSF1" 0 1 0 0 0 0 0 0
"SLC39A4" 0 1 0 0 0 0 0 0
"VPS28" 0 1 0 0 0 0 0 0
"TONSL" 0 1 0 0 0 0 0 0
"TONSL-AS1" 0 1 0 0 0 0 0 0
