"NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1" "NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1" "NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1" "NS.2108.003.UDP0203_i7...UDP0203_i5.RNA_0010_5268_Tumeur_R1" "NS.2108.003.UDP0204_i7...UDP0204_i5.RNA_0011_5402_Sain_R1" "NS.2108.003.UDP0205_i7...UDP0205_i5.RNA_0012_5402_Tumeur_R1" "NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1" "NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1"
"LINC00682" 0 0 0 0 0 0 0 0
"TMEM33" 0 0 0 0 0 0 0 0
"DCAF4L1" 0 0 0 0 0 0 0 0
"SLC30A9" 0 0 0 0 0 0 0 0
"ATP1B1P1" 0 0 0 0 0 0 0 0
"BEND4" 0 0 0 0 0 0 0 0
"SHISA3" 0 0 0 0 0 0 0 0
"ATP8A1" 0 0 0 0 0 0 0 0
"CCNL2P1" 0 0 0 0 0 0 0 0
"ATP8A1-DT" 0 0 0 0 0 0 0 0
"LINC02475" 0 0 0 0 0 0 0 0
"GUF1" 0 0 0 0 0 0 0 0
"GNPDA2" 0 0 0 0 0 0 0 0
"GABRA2" 0 0 0 0 0 0 0 0
"RAC1P2" 0 0 0 0 0 0 0 0
"COMMD8" 0 0 0 0 0 0 0 0
"ATP10D" 0 0 0 0 0 0 0 0
"CORIN" 0 0 0 0 0 0 0 0
"RPL15P7" 0 0 0 0 0 0 0 0
"NFXL1" 0 0 0 0 0 0 0 0
"NIPAL1" 0 0 0 0 0 0 0 0
"CNGA1" 0 0 0 0 0 0 0 0
"TXK" 0 0 0 0 0 0 0 0
"TEC" 0 0 0 0 0 0 0 0
"SLAIN2" 0 0 0 0 0 0 0 0
"SLC10A4" 0 0 0 0 0 0 0 0
"ZAR1" 0 0 0 0 0 0 0 0
"FRYL" 0 0 0 0 0 0 0 0
"OCIAD1" 0 0 0 0 0 0 0 0
"OCIAD1-AS1" 0 0 0 0 0 0 0 0
"OCIAD2" 0 0 0 0 0 0 0 0
"CWH43" 0 0 0 0 0 0 0 0
"ANKRD20A17P" 0 0 0 0 0 0 0 0
"DCUN1D4" 0 0 0 0 0 0 0 0
"LRRC66" 0 0 0 0 0 0 0 0
"SGCB" 0 0 0 0 0 0 0 0
"SPATA18" 0 0 0 0 0 0 0 0
"USP46" 0 0 0 0 0 0 0 0
"USP46-DT" 0 0 0 0 0 0 0 0
"DANCR" 0 0 0 0 0 0 0 0
"LINC01618" 0 0 0 0 0 0 0 0
"ERVMER34-1" 0 0 0 0 0 0 0 0
"RASL11B" 0 0 0 0 0 0 0 0
"SCFD2" 0 0 0 0 0 0 0 0
"FIP1L1" 0 0 0 0 0 0 0 0
"LNX1" 0 0 0 0 0 0 0 0
"RPL21P44" 0 0 0 0 0 0 0 0
"CHIC2" 0 0 0 0 0 0 0 0
"PDGFRA" 0 0 0 0 0 0 0 0
"KIT" 0 0 0 0 0 0 0 0
"KDR" 0 0 0 0 0 0 0 0
"SRD5A3" 0 0 0 0 0 0 0 0
"SRD5A3-AS1" 0 0 0 0 0 0 0 0
"LINC02928" 0 0 0 0 0 0 0 0
"TMEM165" 0 0 0 0 0 0 0 0
"CLOCK" 0 0 0 0 0 0 0 0
"NMU" 0 0 0 0 0 0 0 0
"EXOC1" 0 0 0 0 0 0 0 0
"CEP135" 0 0 0 0 0 0 0 0
"CRACD" 0 0 0 0 0 0 0 0
"AASDH" 0 0 0 0 0 0 0 0
"PPAT" 0 0 0 0 0 0 0 0
"PAICS" 0 0 0 0 0 0 0 0
"SRP72" 0 0 0 0 0 0 0 0
"ARL9" 0 0 0 0 0 0 0 0
"THEGL" 0 0 0 0 0 0 0 0
"HOPX" 0 0 0 0 0 0 0 0
"SPINK2" 0 0 0 0 0 0 0 0
"REST" 0 0 0 0 0 0 0 0
"NOA1" 0 0 0 0 0 0 0 0
"POLR2B" 0 0 0 0 0 0 0 0
"IGFBP7" 0 0 0 0 0 0 0 0
"IGFBP7-AS1" 0 0 0 0 0 0 0 0
"ADGRL3" 0 0 0 0 0 0 0 0
"RPS15AP17" 0 0 0 0 0 0 0 0
"EXOC5P1" 0 0 0 0 0 0 0 0
"EPHA5" 0 0 0 0 0 0 0 0
"RPL6P10" 0 0 0 0 0 0 0 0
"IFITM3P1" 0 0 0 0 0 0 0 0
"CENPC" 0 0 0 0 0 0 0 0
"STAP1" 0 0 0 0 0 0 0 0
"UBA6" 0 0 0 0 0 0 0 0
"UBA6-DT" 0 0 0 0 0 0 0 0
"ST3GAL1P1" 0 0 0 0 0 0 0 0
"GNRHR" 0 0 0 0 0 0 0 0
"TMPRSS11CP" 0 0 0 0 0 0 0 0
"TMPRSS11D" 0 0 0 0 0 0 0 0
"TMPRSS11A" 0 0 0 0 0 0 0 0
"POLR2MP1" 0 0 0 0 0 0 0 0
"YTHDC1" 0 0 0 0 0 0 0 0
"TMPRSS11E" 0 0 0 0 0 0 0 0
"UGT2B17" 0 0 0 0 0 0 0 0
"UGT2B15" 0 0 0 0 0 0 0 0
"UGT2B11" 0 0 0 0 0 0 0 0
"UGT2B4" 0 0 0 0 0 0 0 0
"UGT2A1" 0 0 0 0 0 0 0 0
"UGT2A2" 0 0 0 0 0 0 0 0
"SULT1B1" 0 0 0 0 0 0 0 0
"SULT1E1" 0 0 0 0 0 0 0 0
"ODAM" 0 0 0 0 0 0 0 0
"FDCSP" 0 0 0 0 0 0 0 0
"AMTN" 0 0 0 0 0 0 0 0
"ENAM" 0 0 0 0 0 0 0 0
"JCHAIN" 0 0 0 0 0 0 0 0
"UTP3" 0 0 0 0 0 0 0 0
"RUFY3" 0 0 0 0 0 0 0 0
"GRSF1" 0 0 0 0 0 0 0 0
"MOB1B" 0 0 0 0 0 0 0 0
"DCK" 0 0 0 0 0 0 0 0
"SLC4A4" 0 0 0 0 0 0 0 0
"LDHAL6EP" 0 0 0 0 0 0 0 0
"NPFFR2" 0 0 0 0 0 0 0 0
"ADAMTS3" 0 0 0 0 0 0 0 0
"COX18" 0 0 0 0 0 0 0 0
"ANKRD17" 0 0 0 0 0 0 0 0
"HMGA1P2" 0 0 0 0 0 0 0 0
"ANKRD17-DT" 0 0 0 0 0 0 0 0
"ALB" 0 0 0 0 0 0 0 0
"RASSF6" 0 0 0 0 0 0 0 0
"CXCL8" 0 0 0 0 0 0 0 0
"CXCL6" 0 0 0 0 0 0 0 0
"PF4V1" 0 0 0 0 0 0 0 0
"CXCL1" 0 0 0 0 0 0 0 0
"PF4" 0 0 0 0 0 0 0 0
"PPBP" 0 0 0 0 0 0 0 0
"CXCL5" 0 0 0 0 0 0 0 0
"CXCL3" 0 0 0 0 0 0 0 0
"CXCL2" 0 0 0 0 0 0 0 0
"MTHFD2L" 0 0 0 0 0 0 0 0
"EPGN" 0 0 0 0 0 0 0 0
"EREG" 0 0 0 0 0 0 0 0
"AREG" 0 0 0 0 0 0 0 0
"BTC" 0 0 0 0 0 0 0 0
"PARM1" 0 0 0 0 0 0 0 0
"PARM1-AS1" 0 0 0 0 0 0 0 0
"LINC02562" 0 0 0 0 0 0 0 0
"RCHY1" 0 0 0 0 0 0 0 0
"THAP6" 0 0 0 0 0 0 0 0
"ODAPH" 0 0 0 0 0 0 0 0
"CDKL2" 0 0 0 0 0 0 0 0
"G3BP2" 0 0 0 0 0 0 0 0
"USO1" 0 0 0 0 0 0 0 0
"PPEF2" 0 0 0 0 0 0 0 0
"NAAA" 0 0 0 0 0 0 0 0
"SDAD1" 0 0 0 0 0 0 0 0
"CXCL9" 0 -1 0 0 0 0 0 0
"ART3" 0 -1 0 0 0 0 0 0
"CXCL10" 0 -1 0 0 0 0 0 0
"CXCL11" 0 -1 0 0 0 0 0 0
"NUP54" 0 -1 0 0 0 0 0 0
"SCARB2" 0 -1 0 0 0 0 0 0
"FAM47E" 0 -1 0 0 0 0 0 0
"FAM47E-STBD1" 0 -1 0 0 0 0 0 0
"STBD1" 0 -1 0 0 0 0 0 0
"CCDC158" 0 -1 0 0 0 0 0 0
"SNX5P1" 0 -1 0 0 0 0 0 0
"SHROOM3" 0 -1 0 0 0 0 0 0
"SHROOM3-AS1" 0 -1 0 0 0 0 0 0
"SOWAHB" 0 -1 0 0 0 0 0 0
"SEPTIN11" 0 -1 0 0 0 0 0 0
"TXNP6" 0 -1 0 0 0 0 0 0
"CCNI" 0 -1 0 0 0 0 0 0
"CCNG2" 0 -1 0 0 0 0 0 0
"CXCL13" 0 -1 0 0 0 0 0 0
"CNOT6L" 0 -1 0 0 0 0 0 0
"MRPL1" 0 -1 0 0 0 0 0 0
"FRAS1" 0 -1 0 0 0 0 0 0
"SERBP1P5" 0 -1 0 0 0 0 0 0
"ANXA3" 0 -1 0 0 0 0 0 0
"LINC01094" 0 -1 0 0 0 0 0 0
"BMP2K-DT" 0 -1 0 0 0 0 0 0
"BMP2K" 0 -1 0 0 0 0 0 0
"PAQR3" 0 -1 0 0 0 0 0 0
"LINC01088" 0 -1 0 0 0 0 0 0
"LINC00989" 0 -1 0 0 0 0 0 0
"ANTXR2" 0 -1 0 0 0 0 0 0
"PRDM8-AS1" 0 -1 0 0 0 0 0 0
"PRDM8" 0 -1 0 0 0 0 0 0
"CFAP299" 0 -1 0 0 0 0 0 0
"BMP3" 0 -1 0 0 0 0 0 0
"PRKG2" 0 -1 0 0 0 0 0 0
"RASGEF1B" 0 -1 0 0 0 0 0 0
"HNRNPD" 0 -1 0 0 0 0 0 0
"HNRNPD-DT" 0 -1 0 0 0 0 0 0
"IGBP1P4" 0 -1 0 0 0 0 0 0
"HNRNPDL" 0 -1 0 0 0 0 0 0
"ENOPH1" 0 -1 0 0 0 0 0 0
"TMEM150C" 0 -1 0 0 0 0 0 0
"RPL7AP26" 0 -1 0 0 0 0 0 0
"SCD5" 0 -1 0 0 0 0 0 0
"SEC31A" 0 -1 0 0 0 0 0 0
"THAP9-AS1" 0 -1 0 0 0 0 0 0
"THAP9" 0 -1 0 0 0 0 0 0
"LIN54" 0 -1 0 0 0 0 0 0
"COPS4" 0 -1 0 0 0 0 0 0
"PLAC8" 0 -1 0 0 0 0 0 0
"COQ2" 0 -1 0 0 0 0 0 0
"HPSE" 0 0 0 0 0 0 0 0
"HELQ" 0 0 0 0 0 0 0 0
"MRPS18C" 0 0 0 0 0 0 0 0
"ABRAXAS1" 0 0 0 0 0 0 0 0
"GPAT3" 0 0 0 0 0 0 0 0
"LINC02994" 0 0 0 0 0 0 0 0
"NKX6-1" 0 0 0 0 0 0 0 0
"RPL3P13" 0 0 0 0 0 0 0 0
"CDS1" 0 0 0 0 0 0 0 0
"WDFY3" 0 0 0 0 0 0 0 0
"WDFY3-AS1" 0 0 0 0 0 0 0 0
"WDFY3-AS2" 0 0 0 0 0 0 0 0
"ARHGAP24" 0 0 0 0 0 0 0 0
"MAPK10" 0 0 0 0 0 0 0 0
"PTPN13" 0 0 0 0 0 0 0 0
"SLC10A6" 0 0 0 0 0 0 0 0
"C4orf36" 0 0 0 0 0 0 0 0
"ARPC1AP4" 0 0 0 0 0 0 0 0
"AFF1" 0 0 0 0 0 0 0 0
"TECRP1" 0 0 0 0 0 0 0 0
"KLHL8" 0 0 0 0 0 0 0 0
"HSD17B13" 0 0 0 0 0 0 0 0
"HSD17B11" 0 0 0 0 0 0 0 0
"NUDT9" 0 0 0 0 0 0 0 0
"SPARCL1" 0 0 0 0 0 0 0 0
"IBSP" 0 0 0 0 0 0 0 0
"MEPE" 0 0 0 0 0 0 0 0
"HSP90AB3P" 0 0 0 0 0 0 0 0
"SPP1" 0 0 0 0 0 0 0 0
"RNU1-36P" 0 0 0 0 0 0 0 0
"PKD2" 0 0 0 0 0 0 0 0
"ABCG2" 0 0 0 0 0 0 0 0
"PPM1K" 0 0 0 0 0 0 0 0
"PPM1K-DT" 0 0 0 0 0 0 0 0
"HERC6" 0 0 0 0 0 0 0 0
"HERC5" 0 0 0 0 0 0 0 0
"PYURF" 0 0 0 0 0 0 0 0
"PIGY" 0 0 0 0 0 0 0 0
"PIGY-DT" 0 0 0 0 0 0 0 0
"HERC3" 0 0 0 0 0 0 0 0
"NAP1L5" 0 0 0 0 0 0 0 0
"FAM13A-AS1" 0 0 0 0 0 0 0 0
"FAM13A" 0 0 0 0 0 0 0 0
"TIGD2" 0 0 0 0 0 0 0 0
"GPRIN3" 0 0 0 0 0 0 0 0
"SNCA" 0 0 0 0 0 0 0 0
"MMRN1" 0 0 0 0 0 0 0 0
"CCSER1" 0 0 0 0 0 0 0 0
"TMSB4XP8" 0 0 0 0 0 0 0 0
"GRID2" 0 0 0 0 0 0 0 0
"SMARCAD1" 0 0 0 0 0 0 0 0
"HPGDS" 0 0 0 0 0 0 0 0
"PDLIM5" 0 0 0 0 0 0 0 0
"BMPR1B-DT" 0 0 0 0 0 0 0 0
"BMPR1B" 0 0 0 0 0 0 0 0
"UNC5C" 0 0 0 0 0 0 0 0
"UNC5C-AS1" 0 0 0 0 0 0 0 0
"STPG2" 0 0 0 0 0 0 0 0
"RPL5P12" 0 0 0 0 0 0 0 0
"RAP1GDS1" 0 0 0 0 0 0 0 0
"TSPAN5" 0 0 0 0 0 0 0 0
"TSPAN5-DT" 0 0 0 0 0 0 0 0
"EIF4E" 0 0 0 0 0 0 0 0
"METAP1" 0 0 0 0 0 0 0 0
"ADH5" 0 0 0 0 0 0 0 0
"ADH4" 0 0 0 0 0 0 0 0
"ADH6" 0 0 0 0 0 0 0 0
"ADH1A" 0 0 0 0 0 0 0 0
"ADH1B" 0 0 0 0 0 0 0 0
"ADH1C" 0 0 0 0 0 0 0 0
"ADH7" 0 0 0 0 0 0 0 0
"TRMT10A" 0 0 0 0 0 0 0 0
"MTTP" 0 0 0 0 0 0 0 0
"C4orf54" 0 0 0 0 0 0 0 0
"DAPP1" 0 0 0 0 0 0 0 0
"LAMTOR3" 0 0 0 0 0 0 0 0
"DNAJB14" 0 0 0 0 0 0 0 0
"H2AZ1" 0 0 0 0 0 0 0 0
"H2AZ1-DT" 0 0 0 0 0 0 0 0
"DDIT4L" 0 0 0 0 0 0 0 0
"EMCN" 0 0 0 0 0 0 0 0
"PPP3CA" 0 0 0 0 0 0 0 0
"BANK1" 0 0 0 0 0 0 0 0
"SLC39A8" 0 0 0 0 0 0 0 0
"NFKB1" 0 0 0 0 0 0 0 0
"MANBA" 0 0 0 0 0 0 0 0
"LRRC37A15P" 0 0 0 0 0 0 0 0
"KRT8P46" 0 0 0 0 0 0 0 0
"UBE2D3" 0 0 0 0 0 0 0 0
"UBE2D3-AS1" 0 0 0 0 0 0 0 0
"CISD2" 0 0 0 0 0 0 0 0
"SLC9B1" 0 0 0 0 0 0 0 0
"PABPC1P7" 0 0 0 0 0 0 0 0
"SLC9B2" 0 0 0 0 0 0 0 0
"BDH2" 0 0 0 0 0 0 0 0
"CENPE" 0 0 0 0 0 0 0 0
"TACR3" 0 0 0 0 0 0 0 0
"CXXC4" 0 0 0 0 0 0 0 0
"CXXC4-AS1" 0 0 0 0 0 0 0 0
"TET2" 0 0 0 0 0 0 0 0
"TET2-AS1" 0 0 0 0 0 0 0 0
"PPA2" 0 0 0 0 0 0 0 0
"EEF1A1P9" 0 0 0 0 0 0 0 0
"ARHGEF38" 0 0 0 0 0 0 0 0
"ARHGEF38-IT1" 0 0 0 0 0 0 0 0
"INTS12" 0 0 0 0 0 0 0 0
"GSTCD" 0 0 0 0 0 0 0 0
"GSTCD-AS1" 0 0 0 0 0 0 0 0
"NPNT" 0 0 0 0 0 0 0 0
"TBCK" 0 0 0 0 0 0 0 0
"AIMP1" 0 0 0 0 0 0 0 0
"DKK2" 0 0 0 0 0 0 0 0
"PAPSS1" 0 0 0 0 0 0 0 0
"SGMS2" 0 0 0 0 0 0 0 0
"CYP2U1-AS1" 0 0 0 0 0 0 0 0
"CYP2U1" 0 0 0 0 0 0 0 0
"HADH" 0 0 0 0 0 0 0 0
"LEF1" 0 0 0 0 0 0 0 0
"LEF1-AS1" 0 0 0 0 0 0 0 0
"RPL34-DT" 0 0 0 0 0 0 0 0
"RPL34" 0 0 0 0 0 0 0 0
"OSTC" 0 0 0 0 0 0 0 0
"RNU6-431P" 0 0 0 0 0 0 0 0
"ETNPPL" 0 0 0 0 0 0 0 0
"COL25A1" 0 0 0 0 0 0 0 0
"COL25A1-DT" 0 0 0 0 0 0 0 0
"RBMXP4" 0 0 0 0 0 0 0 0
"SEC24B-AS1" 0 0 0 0 0 0 0 0
"SEC24B" 0 0 0 0 0 0 0 0
"SETP20" 0 0 0 0 0 0 0 0
"CDC42P4" 0 0 0 0 0 0 0 0
"MCUB" 0 0 0 0 0 0 0 0
"CASP6" 0 0 0 0 0 0 0 0
"PLA2G12A" 0 0 0 0 0 0 0 0
"CFI" 0 0 0 0 0 0 0 0
"GAR1" 0 0 0 0 0 0 0 0
"RRH" 0 0 0 0 0 0 0 0
"LRIT3" 0 0 0 0 0 0 0 0
"EGF" 0 0 0 0 0 0 0 0
"ELOVL6" 0 0 0 0 0 0 0 0
"ENPEP" 0 0 0 0 0 0 0 0
"PITX2" 0 0 0 0 0 0 0 0
"FAM241A" 0 0 0 0 0 0 0 0
"AP1AR-DT" 0 0 0 0 0 0 0 0
"AP1AR" 0 0 0 0 0 0 0 0
"TIFA" 0 0 0 0 0 0 0 0
"ALPK1" 0 0 0 0 0 0 0 0
"RTEL1P1" 0 0 0 0 0 0 0 0
"ZGRF1" 0 0 0 0 0 0 0 0
"H3P14" 0 0 0 0 0 0 0 0
"LARP7" 0 0 0 0 0 0 0 0
"MIR302CHG" 0 0 0 0 0 0 0 0
"RPL7AP30" 0 0 0 0 0 0 0 0
"ANK2" 0 0 0 0 0 0 0 0
"CAMK2D" 0 0 0 0 0 0 0 0
"ARSJ" 0 0 0 0 0 0 0 0
"UGT8" 0 0 0 0 0 0 0 0
"ACTN4P1" 0 0 0 0 0 0 0 0
"TRAM1L1" 0 0 0 0 0 0 0 0
"NT5C3AP1" 0 0 0 0 0 0 0 0
"NDST3" 0 0 0 0 0 0 0 0
"SNHG8" 0 0 0 0 0 0 0 0
"SNORA24" 0 0 0 0 0 0 0 0
"PRSS12" 0 0 0 0 0 0 0 0
"CEP170P1" 0 0 0 0 0 0 0 0
"CICP16" 0 0 0 0 0 0 0 0
"SEPTIN14P4" 0 0 0 0 0 0 0 0
"METTL14-DT" 0 0 0 0 0 0 0 0
"METTL14" 0 0 0 0 0 0 0 0
"SEC24D" 0 0 0 0 0 0 0 0
"SYNPO2" 0 0 0 0 0 0 0 0
"MYOZ2" 0 0 0 0 0 0 0 0
"MRPL42P1" 0 0 0 0 0 0 0 0
"USP53" 0 0 0 0 0 0 0 0
"C4orf3" 0 0 0 0 0 0 0 0
"KLHL2P1" 0 0 0 0 0 0 0 0
"PDE5A" 0 0 0 0 0 0 0 0
"MAD2L1" 0 0 0 0 0 0 0 0
"MAD2L1-DT" 0 0 0 0 0 0 0 0
"PRDM5" 0 0 0 0 0 0 0 0
"SETP12" 0 0 0 0 0 0 0 0
"NDNF" 0 0 0 0 0 0 0 0
"RN7SKP137" 0 0 0 0 0 0 0 0
"NDNF-AS1" 0 0 0 0 0 0 0 0
"TNIP3" 0 0 0 0 0 0 0 0
"ANXA5" 0 0 0 0 0 0 0 0
"SMIM43" 0 0 0 0 0 0 0 0
"EXOSC9" 0 0 0 0 0 0 0 0
"CCNA2" 0 0 0 0 0 0 0 0
"BBS7" 0 0 0 0 0 0 0 0
"TRPC3" 0 0 0 0 0 0 0 0
"BLTP1" 0 0 0 0 0 0 0 0
"IL2" 0 0 0 0 0 0 0 0
"IL21" 0 0 0 0 0 0 0 0
"IL21-AS1" 0 0 0 0 0 0 0 0
"CETN4P" 0 0 0 0 0 0 0 0
"BBS12" 0 0 0 0 0 0 0 0
"FGF2" 0 0 0 0 0 0 0 0
"NUDT6" 0 0 0 0 0 0 0 0
"SPATA5" 0 0 0 0 0 0 0 0
"SPRY1" 0 0 0 0 0 0 0 0
"LINC02435" 0 0 0 0 0 0 0 0
"LINC01091" 0 0 0 0 0 0 0 0
"LINC02516" 0 0 0 0 0 0 0 0
"ANKRD50" 0 0 0 0 0 0 0 0
"FAT4" 0 0 0 0 0 0 0 0
"INTU" 0 0 0 0 0 0 0 0
"HSPA4L" 0 0 0 0 0 0 0 0
"RPL21P53" 0 0 0 0 0 0 0 0
"PLK4" 0 0 0 0 0 0 0 0
"MFSD8" 0 0 0 0 0 0 0 0
"ABHD18" 0 0 0 0 0 0 0 0
"LARP1B" 0 -1 0 0 0 0 0 0
"FOSL1P1" 0 -1 0 0 0 0 0 0
"PGRMC2" 0 -1 0 0 0 0 0 0
"LINC02615" 0 -1 0 0 0 0 0 0
"JADE1" 0 -1 0 0 0 0 0 0
"SCLT1" 0 -1 0 0 0 0 0 0
"C4orf33" 0 -1 0 0 0 0 0 0
"RPL7AP28" 0 -1 0 0 0 0 0 0
"PCDH10-DT" 0 -1 0 0 0 0 0 0
"PCDH10" 0 -1 0 0 0 0 0 0
"PABPC4L" 0 -1 0 0 0 0 0 0
"EEF1A1P35" 0 -1 0 0 0 0 0 0
"RPS23P2" 0 -1 0 0 0 0 0 0
"PCDH18" 0 -1 0 0 0 0 0 0
"SLC7A11-AS1" 0 -1 0 0 0 0 0 0
"SLC7A11" 0 -1 0 0 0 0 0 0
"LINC00499" 0 -1 0 0 0 0 0 0
"NOCT" 0 -1 0 0 0 0 0 0
"ELF2" 0 -1 0 0 0 0 0 0
"RNU6-531P" 0 -1 0 0 0 0 0 0
"PPP1R14BP3" 0 -1 0 0 0 0 0 0
"MGARP" 0 -1 0 0 0 0 0 0
"NDUFC1" 0 -1 0 0 0 0 0 0
"NAA15" 0 -1 0 0 0 0 0 0
"RAB33B-AS1" 0 -1 0 0 0 0 0 0
"RAB33B" 0 -1 0 0 0 0 0 0
"SETD7" 0 -1 0 0 0 0 0 0
"MGST2" 0 -1 0 0 0 0 0 0
"H3P16" 0 -1 0 0 0 0 0 0
"MAML3" 0 -1 0 0 0 0 0 0
"SCOC" 0 -1 0 0 0 0 0 0
"SCOC-AS1" 0 -1 0 0 0 0 0 0
"RPL14P3" 0 -1 0 0 0 0 0 0
"CLGN" 0 -1 0 0 0 0 0 0
"MGAT4D" 0 -1 0 0 0 0 0 0
"ELMOD2" 0 -1 0 0 0 0 0 0
"UCP1" 0 -1 0 0 0 0 0 0
"TBC1D9" 0 -1 0 0 0 0 0 0
"TNRC18P1" 0 -1 0 0 0 0 0 0
"RNF150" 0 -1 0 0 0 0 0 0
"ZNF330" 0 -1 0 0 0 0 0 0
"LINC02432" 0 -1 0 0 0 0 0 0
"IL15" 0 -1 0 0 0 0 0 0
"INPP4B" 0 -1 0 0 0 0 0 0
"USP38-DT" 0 -1 0 0 0 0 0 0
"USP38" 0 -1 0 0 0 0 0 0
"GAB1" 0 -1 0 0 0 0 0 0
"RPSAP36" 0 -1 0 0 0 0 0 0
"SMARCA5-AS1" 0 -1 0 0 0 0 0 0
"SMARCA5" 0 -1 0 0 0 0 0 0
"GUSBP5" 0 -1 0 0 0 0 0 0
"FREM3" 0 -1 0 0 0 0 0 0
"GYPE" 0 -1 0 0 0 0 0 0
"HHIP-AS1" 0 -1 0 0 0 0 0 0
"HHIP" 0 -1 0 0 0 0 0 0
"ANAPC10" 0 -1 0 0 0 0 0 0
"HSPD1P5" 0 -1 0 0 0 0 0 0
"ABCE1" 0 -1 0 0 0 0 0 0
"OTUD4" 0 -1 0 0 0 0 0 0
"LINC02266" 0 -1 0 0 0 0 0 0
"RTN3P1" 0 -1 0 0 0 0 0 0
"SMAD1" 0 -1 0 0 0 0 0 0
"SMAD1-AS1" 0 -1 0 0 0 0 0 0
"MMAA" 0 0 0 0 0 0 0 0
"C4orf51" 0 0 0 0 0 0 0 0
"ZNF827" 0 0 0 0 0 0 0 0
"LSM6" 0 0 0 0 0 0 0 0
"REELD1" 0 0 0 0 0 0 0 0
"SLC10A7" 0 0 0 0 0 0 0 0
"TTC29" 0 0 0 0 0 0 0 0
"EDNRA" 0 0 0 0 0 0 0 0
"GTF2F2P1" 0 0 0 0 0 0 0 0
"LINC02507" 0 0 0 0 0 0 0 0
"TMEM184C" 0 0 0 0 0 0 0 0
"PRMT9" 0 0 0 0 0 0 0 0
"ARHGAP10" 0 0 0 0 0 0 0 0
"NR3C2" 0 0 0 0 0 0 0 0
"DCLK2" 0 0 0 0 0 0 0 0
"LRBA" 0 0 0 0 0 0 0 0
"MAB21L2" 0 0 0 0 0 0 0 0
"RPS3A" 0 0 0 0 0 0 0 0
"SNORD73B" 0 0 0 0 0 0 0 0
"SH3D19" 0 0 0 0 0 0 0 0
"SNORD73A" 0 0 0 0 0 0 0 0
"FHIP1A-DT" 0 0 0 0 0 0 0 0
"FHIP1A" 0 0 0 0 0 0 0 0
"GATB" 0 0 0 0 0 0 0 0
"LINC02273" 0 0 0 0 0 0 0 0
"FBXW7" 0 0 0 0 0 0 0 0
"MIR4453HG" 0 0 0 0 0 0 0 0
"RPS3AP18" 0 0 0 0 0 0 0 0
"TMEM154" 0 0 0 0 0 0 0 0
"TIGD4" 0 0 0 0 0 0 0 0
"ARFIP1" 0 0 0 0 0 0 0 0
"NSA2P6" 0 0 0 0 0 0 0 0
"FAM192BP" 0 0 0 0 0 0 0 0
"FHDC1" 0 0 0 0 0 0 0 0
"TRIM2" 0 0 0 0 0 0 0 0
"ANXA2P1" 0 0 0 0 0 0 0 0
"MND1" 0 0 0 0 0 0 0 0
"TMEM131L" 0 0 0 0 0 0 0 0
"WDR45P1" 0 0 0 0 0 0 0 0
"TLR2" 0 0 0 0 0 0 0 0
"RNF175" 0 0 0 0 0 0 0 0
"SFRP2" 0 0 0 0 0 0 0 0
"DCHS2" 0 0 0 0 0 0 0 0
"PLRG1" 0 0 0 0 0 0 0 0
"FGB" 0 0 0 0 0 0 0 0
"FGA" 0 0 0 0 0 0 0 0
"FGG" 0 0 0 0 0 0 0 0
"LRAT" 0 0 0 0 0 0 0 0
"RBM46" 0 0 0 0 0 0 0 0
"MAP9-AS1" 0 0 0 0 0 0 0 0
"MAP9" 0 0 0 0 0 0 0 0
"GUCY1A1" 0 0 0 0 0 0 0 0
"GUCY1B1" 0 0 0 0 0 0 0 0
"TDO2" 0 0 0 0 0 0 0 0
"CTSO" 0 0 0 0 0 0 0 0
"PDGFC" 0 0 0 0 0 0 0 0
"GLRB" 0 0 0 0 0 0 0 0
"GRIA2" 0 0 0 0 0 0 0 0
"GASK1B" 0 0 0 0 0 0 0 0
"GASK1B-AS1" 0 0 0 0 0 0 0 0
"TMEM144" 0 0 0 0 0 0 0 0
"AIDAP2" 0 0 0 0 0 0 0 0
"RXFP1" 0 0 0 0 0 0 0 0
"C4orf46" 0 0 0 0 0 0 0 0
"ETFDH" 0 0 0 0 0 0 0 0
"PPID" 0 0 0 0 0 0 0 0
"FNIP2" 0 0 0 0 0 0 0 0
"RAPGEF2" 0 0 0 0 0 0 0 0
"NAF1" 0 0 0 0 0 0 0 0
"NPY1R" 0 0 0 0 0 0 0 0
"NPY5R" 0 0 0 0 0 0 0 0
"TMA16" 0 0 0 0 0 0 0 0
"MARCHF1" 0 0 0 0 0 0 0 0
"YWHAQP4" 0 0 0 0 0 0 0 0
"SMIM31" 0 0 0 0 0 0 0 0
"APELA" 0 0 0 0 0 0 0 0
"TRIM60P14" 0 0 0 0 0 0 0 0
"NACA3P" 0 0 0 0 0 0 0 0
"TRIM61" 0 0 0 0 0 0 0 0
"FAM218A" 0 0 0 0 0 0 0 0
"TMEM192" 0 0 0 0 0 0 0 0
